Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested ,Survey Version DateTime
 NSW1 ,Project,Sundown Solar Farm,CWP Renewables Pty Ltd, Solar PV - Fixed ,Solar - Solar,,600,1,1,600,600,600,, Publicly Announced ,SS,,,,Proposed, Solar ,1616,,Jan-24,13/07/2022
 NSW1 ,Existing Plant,Sunraysia Solar Farm,Sunraysia Solar Project Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,SUNRSF1,104,,2.2,,228.8,228.8,, In Service ,SS,Dec-21,2049,,Existing less Announced Withdrawal, Solar ,1447,,Feb-24,5/06/2024
 QLD1 ,Existing Plant,Sunshine Coast Solar Farm,Sunshine Coast Regional Council, Solar PV - Fixed ,Solar - Solar,,1,,15,,15,15,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,1512,,Apr-21,28/09/2022
 QLD1 ,Project,Sunshine Energy Solar Farm,Sunshine Energy, Solar PV - Single axis tracking ,Solar - Solar,,1,,"1,500.00",,"1,500.00","1,500.00",, Publicly Announced ,TBA,,,,Proposed, Solar ,1703,,Sep-23,
 QLD1 ,Project,Sunshine State Solar Farm and BESS,ESCO Pacific, Solar PV - Fixed ,Solar - Solar,,1,110,110,110,110,110,, Publicly Announced ,SS,,,,Proposed, Solar ,1442,,Apr-23,24/03/2023
 QLD1 ,Project,Sunshine State Solar Farm and BESS (Rollingstone),Rollingstone Solar Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,500,500,500,500,500,, Publicly Announced ,TBA,,,,Proposed, Solar ,2557,Q00113,Sep-23,
 NSW1 ,Existing Plant,Suntop Solar Farm,Suntop SF Pty Ltd As Trustee For The Suntop Asset, Solar PV - Single axis tracking ,Solar - Solar,SUNTPSF1,1, -   ,150, -   ,150,150,, In Service ,SS,Dec-21,2056,,Existing less Announced Withdrawal, Solar ,1586,,Feb-24,3/05/2024
 QLD1 ,Project,Supernode Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust 2A, Storage - Battery ,Solar - Solar,,1,250,250,250,250,250,500, Publicly Announced ,S,,,,Proposed, Battery Storage ,2431,,May-23,2/06/2023
 QLD1 ,Project,Supernode Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust 2A, Storage - Battery ,Solar - Solar,,1,250,250,250,250,250,500, Publicly Announced ,S,,,,Proposed, Battery Storage ,2431,,May-23,2/06/2023
 QLD1 ,Project,Supernode Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust 2A, Storage - Battery ,Solar - Solar,,1,250,250,250,250,250,500, Publicly Announced ,S,,,,Proposed, Battery Storage ,2431,,May-23,2/06/2023
 QLD1 ,Existing Plant,Susan River Solar Farm,Susan River Solar Pty Ltd as trustee for the Susan River Solar Trust, Solar PV - Single axis tracking ,Solar - Solar,SRSF1,49,1.74,1.74,85.26,85.26,85.26,, In Service ,SS,Dec-19,2049,,Existing less Announced Withdrawal, Solar ,1444,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Swan Hill Solar Farm 1 Unit 1,Solar Powerstations Victoria Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,,7.2,,7.2,7.2,, In Service ,NS,,2048,,Existing less Announced Withdrawal, Solar ,1583,,Sep-22,18/03/2024
 VIC1 ,Existing Plant,Swan Hill Solar Farm 2 Unit 1,Solar Powerstations Victoria Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,,7.2,,7.2,7.2,, In Service ,NS,,2043,,Existing less Announced Withdrawal, Solar ,1611,,Sep-22,18/03/2024
 QLD1 ,Project,Swanbank BESS,CleanCo QLD Limited, Storage - Battery ,Other - Other,,1,250,250,250,250,250,500, Anticipated ,S,Jan-26,2045,,Anticipated, Battery Storage ,2407,Q00065,May-24,5/06/2024
 QLD1 ,Existing Plant,Swanbank E GT,CleanCo Queensland Limited, Turbine - CCGT ,Fossil - Coal Seam Methane,SWAN_E,1,,385,,385,385,, In Service ,S,,2036,,Existing less Announced Withdrawal, CCGT ,1190,,Feb-24,14/03/2024
 QLD1 ,Existing Plant,Swanbank JV,LMS ENERGY Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas,,1,,0.39,,0.39,0.39,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Biomass ,1344,,Sep-22,30/09/2022
 QLD1 ,Existing Plant,Swanbank JV,LMS ENERGY Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas,,1,,1.12,,1.12,1.12,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Biomass ,1344,,Sep-22,30/09/2022
 VIC1 ,Existing Plant,Symex,Symex Holding Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,,1,,,,,,, In Service ,NS,,,,Existing less Announced Withdrawal, OCGT ,1191,,,
 QLD1 ,Existing Plant,Tableland Mill,MSF Sugar, Turbine - Steam Sub Critical ,Other - Other,,1, -   ,24, -   ,24,24,, In Service ,NS,,2040,,Existing less Announced Withdrawal, Gas other ,1298,,Jun-22,30/03/2023
 NSW1 ,Project,Tabulam BESS,Elgin Energy Pty Ltd, Storage - Battery ,Other - Other,,30,4,4,120,120,120,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2480,N00117,Jan-24,
 NSW1 ,Project,Tabulam Solar Farm,Elgin Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,30,4.2,4.2,126,126,126,, Publicly Announced ,TBA,,,,Proposed, Solar ,2479,N00117,Jan-24,
 NSW1 ,Existing Plant,Tahmoor,EDL TT Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,TAHMOOR,7,,1.07,,7.46,7.46,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Gas other ,1361,,Mar-22,30/09/2022
 SA1 ,Existing Plant,Tailem Bend - Solar,Vena Energy, Solar PV - Fixed ,Solar - Solar,TBSF1,1,108,108,108,108,108,, In Service ,SS,Apr-19,2049,,Existing less Announced Withdrawal, Solar ,1397,,Feb-24,12/03/2024
 SA1 ,Existing Plant,Tailem Bend Battery Project,Vena Energy, Storage - Battery ,Other - Other,TB2BG1,1,,41.5,,41.5,41.5,84, In Service ,S,Jan-24,2048,,Existing less Announced Withdrawal, Battery Storage ,1735,S00023,May-24,4/06/2024
 SA1 ,Existing Plant,Tailem Bend Stage 2 Solar Project,Vena Energy, Solar PV - Single axis tracking ,Solar - Solar,TB2SF1,1,,105,,105,105,, In Commissioning ,SS,Sep-23,2053,,Existing less Announced Withdrawal, Solar ,1575,,May-24,4/06/2024
 SA1 ,Project,Tailem Bend Stage 3,TBSOL, Storage - Battery ,Other - Other,,1,,204,,204,204,408, Publicly Announced ,S,,,,Proposed, Battery Storage ,2436,,May-23,19/03/2024
 NSW1 ,Existing Plant,Tallawarra,EnergyAustralia Tallawarra Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,TALWA1,1,,440,,440,440,, In Service ,S,,2043,,Existing less Announced Withdrawal, CCGT ,1192,,Feb-24,5/06/2024
 NSW1 ,Existing Plant,Tallawarra B,EnergyAustralia Tallawarra Pty Ltd , Turbine - OCGT ,Fossil - Natural Gas Pipeline,TALWB1,1,320,320,320,320,320,, In Service ,S,Jun-24,2053,,Existing less Announced Withdrawal, OCGT ,1193,,May-24,27/06/2024
 TAS1 ,Existing Plant,Tamar Valley Combined Cycle,AETV Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,TVCC201,1,,140,,140,140,, In Service ,S,,2050,,Existing less Announced Withdrawal, CCGT ,1194,,Feb-24,8/03/2024
 TAS1 ,Existing Plant,Tamar Valley Combined Cycle,AETV Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,TVCC201,1,,68,,68,68,, In Service ,S,,2050,,Existing less Announced Withdrawal, CCGT ,1194,,Feb-24,8/03/2024
 TAS1 ,Existing Plant,Tamar Valley Peaking,AETV Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,TVPP104,1,58,58,58,58,58,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1195,,Feb-24,11/03/2024
 NSW1 ,Project,Tamworth BESS - Valent,VALENT ENERGY DEVELOPMENTS PTY LTD, Storage - Battery ,Other - Other,,1,,200,,200,200,400, Anticipated ,S,Nov-26,,,Anticipated, Battery Storage ,2517,,May-24,13/03/2024
 NSW1 ,Project,Tamworth Solar Farm,Tamworth Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, -   ,65, -   ,65,65,, Anticipated ,SS,Apr-26,2053,,Anticipated, Solar ,1881,N00016,May-24,14/05/2024
 QLD1 ,Project,Tangkam BESS - KCI, Atria Energy Ltd, Storage - Battery ,Other - Other,,1,100,100,100,100,100,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2303,Q00054,Sep-23,
 QLD1 ,Project,Tara Wind Farm - KCI,Tara Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,,"1,800.00",,"1,800.00","1,800.00",, Publicly Announced ,S,,,,Proposed, Wind ,2779,Q00173,,
 NSW1 ,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TARALGA1,21,,1.8,,37.8,37.8,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1196,,Feb-24,17/04/2024
 NSW1 ,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TARALGA1,21,,2,,42,42,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1196,,Feb-24,17/04/2024
 NSW1 ,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TARALGA1,9,,3,,27,27,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1196,,Feb-24,17/04/2024
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#1,1,,350,,350,350,, In Service ,S,,2036,,Existing less Announced Withdrawal, Coal ,1197,,Feb-24,5/06/2024
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#2,1,,350,,350,350,, In Service ,S,,2036,,Existing less Announced Withdrawal, Coal ,1197,,Feb-24,5/06/2024
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#3,1,,350,,350,350,, In Service ,S,,2037,,Existing less Announced Withdrawal, Coal ,1197,,Feb-24,5/06/2024
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#4,1,,350,,350,350,, In Service ,S,,2037,,Existing less Announced Withdrawal, Coal ,1197,,Feb-24,5/06/2024
 QLD1 ,Project,Tarong BESS - Stanwell,Stanwell Corporation Limited, Storage - Battery ,Other - Other,,1,,300,,300,300,600, Committed* ,S,Sep-24,2045,,Committed, Battery Storage ,2434,,May-24,27/05/2024
 QLD1 ,Existing Plant,Tarong GT,Stanwell Corporation Limited, Turbine - OCGT ,Fossil - Fuel Oil,,1,15,15,15,15,15,, In Service ,NS,,2037,,Existing less Announced Withdrawal, OCGT ,1198,,Mar-22,20/02/2024
 QLD1 ,Existing Plant,Tarong North,Stanwell Corporation Limited, Turbine - Steam Super Critical ,Fossil - Black Coal,TNPS1,1,450,450,450,450,450,, In Service ,S,,2037,,Existing less Announced Withdrawal, Coal ,1199,,Feb-24,23/02/2024
 QLD1 ,Project,Tarong West Wind Farm (Ironleaf), RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,97,,4.5,,436.5,436.5,, Publicly Announced ,SS,,,,Proposed, Wind ,2252,Q00009,Sep-23,26/09/2023
 NSW1 ,Existing Plant,Taronga Western Plains Zoo,TBA, Solar PV - Fixed ,Solar - Solar,,1,,1,,1,1,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2127,,,
 TAS1 ,Existing Plant,Tarraleah,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TARRALEA,6,15,15,90,90,90,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1200,,Feb-24,11/03/2024
 TAS1 ,Project,Tarraleah Redevelopment,HYDROTAS, Hydro - Dam ,Hydro - Water,,2,,100,,200,200,, Publicly Announced ,S,,,,Proposed, Water ,2014,T00018,May-23,19/03/2024
 VIC1 ,Project,Tarrone BESS - Storage - KCI,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other,,1,200,200,200,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2394,V00088,Sep-23,28/09/2023
 VIC1 ,Project,Tarrone GT,AGL Energy Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,,1,500,600,500,600, 500.00 - 600.00 ,, Publicly Announced ,S,,,,Proposed, OCGT ,1201,,May-23,18/03/2024
 SA1 ,Existing Plant,Tatiara Meats,Vibe Energy Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,TATIARA1,1,0.5,0.5,0.5,0.5,0.5,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1295,,Mar-22,22/04/2024
 VIC1 ,Existing Plant,Tatura Biomass Generator,Diamond Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas,,1,1.1,1.1,1.1,1.1,1.1,, In Service ,NS,,2038,,Existing less Announced Withdrawal, Biomass ,1313,,Mar-22,6/04/2022
 NSW1 ,Project,Tchelery Wind Farm,Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,74,8.11,8.11,599.99,599.99,599.99,, Publicly Announced ,SS,Jun-30,,,Proposed, Wind ,2719,,,9/04/2024
 QLD1 ,Project,Teebar Creek Battery Storage - KCI,Atmos Renewables, Storage - Battery ,Other - Other,,1,400,400,400,400,400,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2731,Q00156,,
 SA1 ,Project,Templers B BESS,BORAL, Storage - Battery ,Other - Other,,1,200,200,200,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2313,S00056,,4/06/2024
 SA1 ,Project,Templers BESS,ZEN Energy Future Pty Ltd, Storage - Battery ,Other - Other,,1,111,111,111,111,111,291, Committed ,S,Aug-25,2049,,Committed, Battery Storage ,1911,S00017,May-24,15/03/2024
 NSW1 ,Project,Tenterfield Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,7,4.2,4.2,29.4,29.4,29.4,, Publicly Announced ,NS,Feb-26,2055,,Proposed, Solar ,1714,N00027,Jun-22,19/03/2024
 VIC1 ,Project,Terang BESS,frv_NR, Storage - Battery ,Other - Other,TRGBESS,38,2.63,3.8,99.94,144.4, 99.94 - 144.40 ,200, Anticipated ,S,Jun-26,,,Anticipated, Battery Storage ,2168,,May-24,6/06/2024
 SA1 ,Existing Plant,Terminal Storage Mini Hydro,South Australian Water Corporation, Hydro - Other ,Hydro - Water,TERMSTOR,1,1.86,1.86,1.86,1.86,1.86,, In Service ,NS,,2043,,Existing less Announced Withdrawal, Water ,1204,,Sep-22,18/03/2024
 NSW1 ,Project,Territory Battery, Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,,1,0.5,200,0.5,200, 0.50 - 200.00 ,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2215,N00086,May-23,6/03/2024
 QLD1 ,Project,The Central BESS - KCI,ACEnergy Pty Ltd, Storage - Battery ,Other - Other,,1,500,500,500,500,500,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2732,Q00157,,
 NSW1 ,Existing Plant,The Drop,Pacific Hydro Investments Pty Ltd, Hydro - Run of River ,Hydro - Water,THEDROP1,1,2.5,2.5,2.5,2.5,2.5,0, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,1205,,Sep-22,18/03/2024
 SA1 ,Project,The Solar River Project - Stage 1,The Solar River Project Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,,200,,200,200,, Publicly Announced ,SS,,,,Proposed, Solar ,2054,,Sep-23,
 SA1 ,Project,The Solar River Project - Stage 2,The Solar River Project Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,,200,,200,200,, Publicly Announced ,SS,,,,Proposed, Solar ,2055,,Sep-23,
 QLD1 ,Project,Theodore Solar Farm,juwi Renewable Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,28,2.5,2.5,70,70,70,, Publicly Announced ,SS,,,,Proposed, Solar ,1704,,May-23,22/03/2023
 QLD1 ,Project,Theodore Wind Farm,RWE Renewables Australia, Wind Turbine - Onshore ,Wind - Wind,,1,"1,152.00","1,152.00","1,152.00","1,152.00","1,152.00",, Publicly Announced ,SS,,,,Proposed, Wind ,2603,Q00128,Jan-24,13/05/2024
 VIC1 ,Project,Thomastown BESS,Ausnet Transmission Group Pty Ltd, Storage - Battery ,Other - Other,,1,300,300,300,300,300,600, Publicly Announced ,S,Jun-27,,,Proposed, Battery Storage ,2350,V00078,Sep-23,25/09/2023
 NSW1 ,Project,Thunderbolt Wind Farm, Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,5,192,5,192, 5.00 - 192.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2201,,Apr-23,6/03/2024
 QLD1 ,Existing Plant,Ti Tree Bioenergy,Ti Tree Bioenergy, Reciprocating Engine - Compression ignition ,Renewable Biomass or Waste - Landfill Gas,TITREE,3,,1.1,,3.3,3.3,, In Service ,NS,,2072,,Existing less Announced Withdrawal, Biomass ,1321,,Sep-22,17/10/2022
 QLD1 ,Project,Ticoba BESS,European Energy Australia P/L, Storage - Battery ,Other - Other,,1,550,550,550,550,550,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2675,Q00142,,
 QLD1 ,Project,Ticoba Solar Farm,European Energy Australia P/L, Solar PV - Fixed ,Solar - Solar,,1,550,550,550,550,550,, Publicly Announced ,SS,,,,Proposed, Solar ,2674,Q00142,,
 QLD1 ,Project,Tieri BESS,FRV Service Australia Pty Ltd, Storage - Battery ,Other - Other,TieriBESS1,24,,4.3,,103.2,103.2,200, Publicly Announced ,S,,,,Proposed, Battery Storage ,1539,Q00129,May-24,5/06/2024
 NSW1 ,Project,Tilbuster Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,152,,1.64,,248.82,248.82,, Committed ,SS,Mar-26,2055,,Committed, Solar ,1683,N00015,May-24,13/05/2024
 VIC1 ,Existing Plant,Timboon West Wind Farm,Timboon West Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TIMWEST,2,3.6,3.6,7.2,7.2,7.2,, In Service ,NS,Dec-18,2048,,Existing less Announced Withdrawal, Wind ,1494,,Sep-22,29/09/2022
 QLD1 ,Existing Plant,Todae Solar - DHP 1MW,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.95,,0.95,0.95,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2128,,,
 VIC1 ,Existing Plant,Todae Solar � La Trobe University Bendigo,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.35,,0.35,0.35,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2129,,,
 VIC1 ,Existing Plant,Todae Solar � La Trobe University Wodonga,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.22,,0.22,0.22,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2130,,,
 VIC1 ,Existing Plant,Todae Solar - Nillumbik,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.13,,0.13,0.13,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2131,,,
 NSW1 ,Existing Plant,Todae Solar CSU ,TBA, Solar PV - Fixed ,Solar - Solar,,1,,1.77,,1.77,1.77,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2132,,,
 NSW1 ,Existing Plant,Todae Solar PE - Llandilo,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.8,,0.8,0.8,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2133,,,
 NSW1 ,Existing Plant,Todae Solar- PF Minchinbury,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.32,,0.32,0.32,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2134,,,
 VIC1 ,Existing Plant,Todae Solar SV - Eltham,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.18,,0.18,0.18,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2135,,,
 QLD1 ,Existing Plant,Todae Solar SV - Holy Spirit Northside,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.39,,0.39,0.39,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2136,,,
 NSW1 ,Existing Plant,Todae Solar SV - Mater Clinic,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.13,,0.13,0.13,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2137,,,
 NSW1 ,Existing Plant,Todae Solar SV - Mater Hospital,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.28,,0.28,0.28,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2138,,,
 QLD1 ,Existing Plant,Todae Solar SV - Mitchelton,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.18,,0.18,0.18,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2139,,,
 QLD1 ,Existing Plant,Todae Solar SV - Private Brisbane,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.17,,0.17,0.17,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2140,,,
 QLD1 ,Existing Plant,Todae Solar SV - Toowoomba,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.26,,0.26,0.26,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2141,,,
 QLD1 ,Existing Plant,Todae Solar SV Lourdes,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.26,,0.26,0.26,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2142,,,
 TAS1 ,Existing Plant,Tods Corner,Hydro-Electric Corporation, Storage - Pumped hydro ,Hydro - Water,,1,1.2,1.2,1.2,1.2,1.2,0, In Service ,NS,,2100,,Existing less Announced Withdrawal, Water ,1206,,Mar-22,18/03/2024
 NSW1 ,Project,Tomago BESS,AGL, Storage - Battery ,Other - Other,,1,,500,,500,500,2000, Publicly Announced ,S,,,,Proposed, Battery Storage ,2463,N00109,Apr-23,9/06/2023
 NSW1 ,Project,Tomago BESS (AGL),AGL Energy, Storage - Battery ,Other - Other,,1,150,150,150,150,150,300, Publicly Announced ,S,,,,Proposed, Battery Storage ,2418,,Jan-24,4/01/2024
 QLD1 ,Existing Plant,Tong Park - Agricultural Waste,TBA, Other - Other ,Renewable Biomass or Waste - Bagasse,,1,,1.23,,1.23,1.23,, In Service ,NS,,,,Existing less Announced Withdrawal, Biomass ,2143,,,
 VIC1 ,Existing Plant,Toora,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind,TOORAWF,12,1.75,1.75,21,21,21,, In Service ,NS,,2032,,Existing less Announced Withdrawal, Wind ,1208,,Mar-22,18/03/2024
 QLD1 ,Project,Toowoomba Pumped Storage Project,BE Power, Storage - Battery ,Other - Other,,1,,200,,200,200,100, Publicly Announced ,S,,,,Proposed, Battery Storage ,2485,Q00072,Sep-23,12/10/2023
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB1,1, -   ,200, -   ,200,200,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-26,Announced Withdrawal, Gas other ,1210,,Feb-24,11/03/2024
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB2,1, -   ,200, -   ,200,200,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-26,Announced Withdrawal, Gas other ,1210,,Feb-24,11/03/2024
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB3,1, -   ,200, -   ,200,200,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-26,Announced Withdrawal, Gas other ,1210,,Feb-24,11/03/2024
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB4,1, -   ,200, -   ,200,200,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-26,Announced Withdrawal, Gas other ,1210,,Feb-24,11/03/2024
 SA1 ,Existing Plant,Torrens Island BESS,TIPSCO, Storage - Battery ,Other - Other,TIBG1 / TIPL1,109,,2.3,,250.7,250.7,250, In Service ,S,Aug-23,2043,,Existing less Announced Withdrawal, Battery Storage ,1866,S00008,May-24,27/05/2024
 NSW1 ,Existing Plant,Tower,EDL CSM NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,TOWER,40,,1.03,,41.2,41.2,, In Service ,NS,,2036,,Existing less Announced Withdrawal, Gas other ,1211,,Apr-23,18/04/2023
 QLD1 ,Existing Plant,Townsville Power Station.,RATCH-Australia, Turbine - CCGT ,Fossil - Natural Gas Pipeline,YABULU,1,,160,,160,160,, In Service ,S,,2046,,Existing less Announced Withdrawal, CCGT ,1724,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Townsville Power Station.,RATCH-Australia, Turbine - CCGT ,Fossil - Natural Gas Pipeline,YABULU2,1,,84,,84,84,, In Service ,S,,2046,,Existing less Announced Withdrawal, CCGT ,1724,,Feb-24,8/03/2024
 VIC1 ,Project,Tramway BESS,BZ Renewables Holdings Pty Ltd, Storage - Battery ,Other - Other,,1,"1,100.00","1,100.00","1,100.00","1,100.00","1,100.00",0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2657,V00141,,
 TAS1 ,Existing Plant,Trevallyn,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TREVALLN,2,20,20,40,40,40,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1213,,Feb-24,8/03/2024
 TAS1 ,Existing Plant,Trevallyn,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TREVALLN,2,26.5,26.5,53,53,53,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1213,,Feb-24,8/03/2024
 TAS1 ,Project,Triabunna Wind Farm, Fera Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,30,30,30,30,30,, Publicly Announced ,TBA,,,,Proposed, Wind ,2228,T00007,Jan-24,
 TAS1 ,Existing Plant,Tribute,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TRIBUTE,1,82.8,82.8,82.8,82.8,82.8,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1214,,Feb-24,8/03/2024
 TAS1 ,Project,Tribute Pumped Hydro Option,Hydro-Electric Corporation, Storage - Pumped hydro ,Hydro - Water,,4,,187.5,,750,750,18750, Publicly Announced ,S,,,,Proposed, Water ,2226,T00003,Apr-23,19/03/2024
